"Address","Errors","Warnings","Rich Result Errors","Rich Result Warnings","Rich Result Features","Feature-1","Total Types","Unique Types","Type-1","Indexability","Indexability Status"
"https://www.onlinepokerwebsites.com/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/reviews/sportsbetting-ag/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/news/poker-tournament-formats-explained-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/news/protecting-your-poker-account-security-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/guides/us-poker-legality/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/news/multi-tabling-online-poker-how-many-tables-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/guides/how-to-choose-a-poker-site/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/guides/deposits-and-withdrawals/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/about/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/reviews/tigergaming/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/reviews/black-chip-poker/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/reviews/americas-cardroom/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/news/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/responsible-gambling/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/guides/poker-bonuses-explained/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/guides/canada-online-poker/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/reviews/betonline-poker/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/news/sportsbetting-ag-poker-crossover-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/news/stablecoins-poker-bankrolls-mainstream-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/news/acr-venom-2026-record-guarantees/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/news/chico-vs-winning-poker-network-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/news/crypto-default-offshore-poker-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/news/online-poker-tournament-guarantees-new-highs-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/news/tigergaming-cash-game-room-spotlight-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/news/responsible-gambling-tools-improving-offshore-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/news/how-to-read-poker-welcome-bonus-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/news/solvers-gto-recreational-players-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/news/black-chip-poker-rewards-explained-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/news/ontario-regulated-poker-lessons-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/news/first-online-poker-site-beginner-roadmap-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/news/online-poker-bankroll-management-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/news/us-online-poker-2026-state-regulation-outlook/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerwebsites.com/news/vetting-offshore-poker-site-before-deposit-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
